change_id,table_name,record_id,column_name,old_value,new_value,changed_by,changed_at,action
2377,products,4662,price,3393.93,3175.62,1046.0,2024-06-30 10:55:44,UPDATE
9615,employees,1759,salary,34884,41099,1439.0,2024-06-20 22:02:31,UPDATE
2597,,4345,price,2899.23,2933.98,2925.0,2025-02-02 05:18:28,UPDATE
8234,employees,1529,salary,44205,,1943.0,2024-01-18 04:24:08,UPDATE
5982,products,4367,price,1974.22,2076.26,1508.0,2024-11-23 21:22:52,UPDATE
77,products,3504,price,1350.18,1296.3,1416.0,2025-12-01 04:11:45,UPDATE
2671,products,3096,price,4468.8,4260.78,1534.0,2024-01-31 13:34:29,UPDATE
6996,products,2536,price,155.8,159.35,2790.0,2024-03-10 08:47:31,UPDATE
3855,employees,682,salary,,69629,62.0,,UPDATE
439,employees,2436,salary,52387,60564,649.0,2024-06-26 11:44:39,UPDATE
6888,EMPLOYEES,905,,62810,72163,2800.0,2024-07-26 03:18:39,UPDATE
3213,products,2694,,4982.07,5351.57,2220.0,2024-11-14 14:44:13,UPDATE
5907,products,5210,PRICE,3036.37,2933.66,1771.0,2025-02-27 17:14:26,
8793,products,2106,price,4124.68,3764.07,2747.0,2024-10-22 05:24:25,UPDATE
5704,products,2833,price,692.36,749.33,2826.0,2026-01-09 21:49:41,UPDATE
7813,products,2143,price,2161.79,2130.03,1860.0,2025-11-04 00:37:04,UPDATE
3860,employees,1868,salary,51439,55719,2291.0,2025-12-25 12:36:40,UPDATE
8287,products,5166,,3721.93,,2477.0,2024-01-07 15:31:49,UPDATE
2448,,317,price,2154.46,2041.45,2261.0,2025-01-22 14:18:02,UPDATE
5291,products,1871,price,4485.47,4660.36,71.0,,UPDATE
3491,products,2312,price,3684.96,,1120.0,2024-08-09 18:25:11,UPDATE
6341,,1136,price,4856.18,5314.3,,2025-12-24 15:17:26,UPDATE
975,employees,1601,salary,39267,43731,2617.0,2025-03-20 15:44:56,UPDATE
7255,employees,1915,salary,32646,34341,1291.0,2024-10-08 10:54:08,UPDATE
674,products,1263,price,2568.57,2639.13,1921.0,2024-01-21 09:29:12,UPDATE
876,employees,1551,,50041,59810,360.0,2024-12-26 14:01:41,UPDATE
8976,employees,102,salary,66921,77202,2354.0,2024-08-15 16:34:17,UPDATE
4686,employees,1145,salary,61330,71182,2604.0,2024-08-23 09:27:01,
7656,products,3154,price,982.91,992.5,2896.0,2025-12-21 14:21:15,UPDATE
9736,employees,666,salary,30830,33351,367.0,2024-08-10 10:02:04,UPDATE
9807,products,4474,price,868.19,798.92,1706.0,2024-10-19 15:51:59,UPDATE
7420,products,3760,price,3225.21,3232.38,2205.0,,UPDATE
4848,products,276,price,2164.99,1997.08,1336.0,2024-08-26 15:15:18,UPDATE
6906,employees,794,salary,66952,72116,2971.0,2024-11-02 00:30:27,UPDATE
2850,products,5138,price,2533.28,,5.0,2025-07-01 16:03:47,
3844,employees,945,salary,63788,69158,1970.0,2024-09-07 03:21:37,UPDATE
963,products,427,price,306.47,301.58,2685.0,2024-11-24 08:19:52,UPDATE
5950,products,4323,price,592.34,625.7,1176.0,2025-12-02 15:22:46,UPDATE
1864,products,1187,price,1347.63,1248.54,570.0,,update
8572,products,2955,price,4263.5,4263.77,2994.0,2024-09-23 13:41:17,UPDATE
8623,products,162,price,2912.59,2630.07,,2025-06-30 14:30:49,UPDATE
5492,products,398,price,4798.76,4543.54,1967.0,2025-05-23 10:24:54,UPDATE
818,products,4600,PRICE,1183.48,1087.41,1640.0,2025-06-15 22:12:32,UPDATE
8524,products,5033,price,811.23,839.2,2956.0,2026-01-19 09:24:30,UPDATE
4628,products,2912,price,1936.15,1877.61,2893.0,2024-05-05 18:30:39,UPDATE
2609,products,4188,PRICE,4587.11,4620.13,628.0,2025-12-04 04:01:55,UPDATE
3755,products,308,price,4082.62,4311.61,545.0,2025-11-23 12:08:40,UPDATE
9468,employees,1282,salary,68197,80566,1946.0,2024-12-24 16:47:33,
4630,products,2643,price,2379.05,,672.0,,UPDATE
7459,employees,1362,Salary,,50296,2023.0,2024-09-01 19:25:00,update
5174,employees,764,salary,60278,68840,1646.0,2025-08-08 11:52:58,update
174,employees,1369,salary,43972,49987,608.0,2024-09-25 05:38:20,UPDATE
1469,employees,948,salary,58934,62641,1693.0,2025-06-12 20:05:11,UPDATE
7371,employees,626,salary,38126,40341,232.0,2025-09-05 07:05:41,UPDATE
3406,products,2221,price,3308.26,3115.59,2795.0,2025-07-20 16:31:40,
586,products,3262,price,622.47,663.23,2186.0,2024-11-06 11:26:12,UPDATE
4134,,1985,price,3050.04,2860.77,2491.0,,UPDATE
3292,products,4564,price,3323.92,3422.3,171.0,2025-07-30 14:30:56,UPDATE
1312,products,3432,price,2242.65,2385.3,2033.0,2024-09-08 21:58:16,UPDATE
7634,products,3739,price,3570.16,3419.79,,2025-11-10 07:22:33,UPDATE
1220,products,430,price,2805.91,3045.86,2356.0,2025-03-16 19:34:48,UPDATE
2575,PRODUCTS,5371,PRICE,,219.12,1611.0,2024-07-21 21:47:47,UPDATE
7184,products,848,price,2893.15,2652.69,2947.0,,UPDATE
6816,products,3434,price,4852.88,4477.84,1192.0,2024-09-30 14:11:08,UPDATE
3739,products,16,price,2352.06,2271.01,2295.0,2025-01-01 09:01:03,
1094,products,4095,price,3311.06,3359.09,2744.0,2025-11-21 21:54:12,UPDATE
9722,employees,2873,salary,72719,84378,1627.0,2024-09-14 04:48:26,UPDATE
3938,employees,1599,salary,33704,38348,408.0,2025-04-22 06:02:18,UPDATE
787,products,1728,price,3312.48,3636.6,1010.0,2024-07-02 06:09:03,UPDATE
1702,products,2775,price,3113.85,3133.34,2174.0,2024-07-27 15:56:08,UPDATE
3763,products,5798,price,1542.66,1509.57,1877.0,2024-04-22 12:26:07,UPDATE
545,products,5064,price,860.87,775.79,,2025-03-17 04:16:15,Update
4826,employees,935,salary,34823,38554,714.0,,UPDATE
9293,products,4387,price,3625.61,3765.88,2159.0,2025-09-23 01:37:48,UPDATE
3918,,55,salary,,45549,389.0,2024-03-27 05:11:17,UPDATE
1373,products,382,price,1150.48,1123.44,221.0,2024-09-22 02:55:32,UPDATE
4699,products,2531,price,2790.07,2864.33,2794.0,2024-02-25 01:46:53,UPDATE
7669,products,1887,price,508.57,553.76,816.0,2025-01-14 16:45:19,UPDATE
5290,products,2025,price,2302.74,2197.05,2972.0,2024-03-08 12:00:04,UPDATE
4099,products,5130,price,830.7,830.25,6.0,2025-10-23 06:54:33,UPDATE
8190,EMPLOYEES,2199,salary,30570,34643,2182.0,2025-07-11 17:51:20,UPDATE
8404,products,2514,price,2281.79,2488.28,836.0,2025-06-25 00:09:55,UPDATE
2561,employees,396,salary,44609,48120,1391.0,2026-01-22 06:22:14,UPDATE
1755,products,4401,price,4723.83,4459.5,1287.0,2025-05-03 13:55:44,UPDATE
7638,products,502,price,1501.81,1429.61,1079.0,2024-03-01 02:38:23,UPDATE
4843,products,5769,price,,3058.71,1569.0,2025-12-13 04:34:12,UPDATE
658,products,1083,price,1370.88,1361.85,2843.0,2025-05-19 18:31:43,UPDATE
999,products,54,price,4317.62,4702.66,1935.0,2024-12-20 00:57:17,UPDATE
3804,products,2588,price,730.44,750.08,1130.0,2025-07-23 05:21:51,UPDATE
6567,products,5223,price,4741.53,,1037.0,2024-12-23 10:21:19,UPDATE
3669,products,2778,price,1301.73,1196.79,1729.0,2026-01-19 20:12:49,UPDATE
760,products,2668,price,1725.83,1705.57,675.0,2025-10-23 00:19:25,UPDATE
7801,products,1017,price,2660.15,2601.06,966.0,2025-08-22 12:38:52,update
5699,products,2747,price,554.02,508.69,2923.0,2025-08-16 12:08:35,UPDATE
67,products,3884,price,865.95,883.78,1589.0,2025-09-14 07:21:31,UPDATE
8918,products,1939,price,,1590.73,2348.0,2025-09-17 03:41:09,UPDATE
4123,products,2228,PRICE,783.1,780.95,957.0,2025-08-18 00:05:08,UPDATE
2873,products,2819,price,,2831.97,2809.0,2025-03-27 02:01:42,UPDATE
9527,products,1910,,810.66,837.23,1297.0,2024-03-08 21:24:55,UPDATE
112,products,2182,price,2573.4,2512.24,,2024-10-13 03:01:39,UPDATE
9246,products,5209,Price,4665.36,4293.14,,2025-07-16 01:13:34,UPDATE
6796,,3769,price,4635.78,4869.68,2093.0,2024-08-13 16:28:00,UPDATE
640,employees,187,salary,77280,86645,2889.0,2025-05-01 18:36:30,UPDATE
1533,products,3599,price,4488.52,4249.09,2052.0,2024-03-16 02:35:53,
6197,PRODUCTS,1276,price,1009.0,1075.84,158.0,2025-02-01 00:33:07,UPDATE
2426,employees,1750,salary,34231,36884,1217.0,2024-08-16 17:15:43,update
1284,products,1694,price,2493.22,2301.16,1024.0,2025-07-09 17:32:10,UPDATE
6100,products,5599,price,2422.28,2408.75,1068.0,2024-02-15 07:01:21,UPDATE
7227,products,2674,,1830.08,1878.73,2858.0,2025-10-11 12:19:52,UPDATE
5306,products,1983,,4977.35,4576.55,1139.0,2025-04-30 15:38:54,UPDATE
8720,products,3511,price,1812.26,1969.95,1486.0,2024-07-07 15:59:18,UPDATE
9427,employees,1154,salary,34137,38955,1396.0,,UPDATE
3216,products,4971,price,1341.22,1321.68,1646.0,2025-07-09 07:52:55,
4096,Products,1107,price,2738.67,2577.93,1926.0,2024-01-24 21:32:14,UPDATE
1133,products,2786,price,2351.72,2474.04,589.0,2025-08-30 12:50:08,UPDATE
5964,products,5037,,771.27,801.09,1298.0,,UPDATE
6887,,2461,price,4312.35,4039.51,1587.0,2025-04-19 14:17:47,UPDATE
1045,products,4948,price,2889.04,3077.2,2133.0,2025-01-09 06:58:06,UPDATE
7747,products,1877,price,2800.91,2585.39,1207.0,2026-01-02 21:34:28,UPDATE
2017,products,3423,PRICE,4610.52,4220.0,1367.0,2024-07-02 08:14:36,UPDATE
3843,products,3857,price,1001.46,977.56,386.0,2025-09-13 13:47:08,UPDATE
2232,products,4691,price,256.28,234.92,1653.0,2024-08-12 22:48:56,
9469,employees,1977,salary,61598,,513.0,2025-12-30 23:26:42,UPDATE
3496,employees,1475,salary,72999,79248,2388.0,2025-07-06 11:19:18,UPDATE
5523,products,494,price,3557.98,3412.54,109.0,2025-06-06 01:09:25,
9361,PRODUCTS,151,price,4357.82,4591.07,1516.0,2026-02-15 18:59:25,UPDATE
8665,products,602,price,761.78,693.79,376.0,2025-04-24 11:55:20,UPDATE
2301,employees,598,salary,61679,65019,,2025-03-24 20:11:20,UPDATE
8872,products,4027,price,1511.48,1558.19,2685.0,2025-11-04 19:16:23,UPDATE
8498,products,4052,price,3979.36,3938.75,1899.0,,UPDATE
8051,products,3484,price,654.49,648.79,2943.0,2024-05-08 22:58:17,UPDATE
9886,products,380,price,209.73,195.17,,2024-10-06 23:17:49,Update
1450,products,2311,price,3538.74,3409.37,,2024-12-30 08:19:23,UPDATE
9898,products,34,price,2429.04,2229.2,1139.0,2024-05-18 07:56:06,UPDATE
2932,products,3393,price,373.62,388.32,866.0,2024-09-19 01:51:23,UPDATE
1790,employees,1760,salary,38386,43945,410.0,2024-04-12 05:05:20,UPDATE
5009,employees,2029,salary,50951,59406,623.0,2025-10-29 18:10:00,UPDATE
2026,products,4309,price,1042.49,976.7,2472.0,2025-04-23 13:51:14,UPDATE
9592,employees,708,salary,66254,75934,2506.0,2026-02-07 13:16:13,UPDATE
9063,products,4835,price,,4358.28,2003.0,2024-10-26 14:02:11,UPDATE
9105,products,2306,,1014.26,942.44,59.0,2024-05-21 05:17:43,UPDATE
298,employees,1290,,,44693,541.0,2024-11-13 16:09:25,UPDATE
6351,products,3244,price,4921.07,5158.03,33.0,2025-03-09 10:54:52,UPDATE
1709,employees,694,salary,51156,54394,176.0,2025-12-27 07:13:13,UPDATE
6927,employees,1895,salary,58234,69282,718.0,2025-01-24 10:19:15,UPDATE
4462,products,3795,price,4215.33,4611.77,477.0,2025-03-07 12:54:33,UPDATE
3296,products,920,price,4515.5,4721.27,1148.0,2025-05-09 04:44:50,UPDATE
5037,products,1991,price,241.45,247.87,2612.0,2024-06-14 05:31:54,UPDATE
4546,employees,307,salary,43498,49271,2910.0,2024-10-24 09:42:27,UPDATE
8627,employees,724,salary,,78808,2144.0,2024-01-15 01:58:19,UPDATE
9008,EMPLOYEES,1636,SALARY,59246,63471,1376.0,2025-08-10 07:43:07,UPDATE
2743,products,4549,price,4441.04,4406.39,853.0,2025-07-23 12:52:13,
6768,employees,1407,salary,61202,65306,1461.0,2025-05-11 21:12:37,UPDATE
3284,products,2278,price,800.51,748.07,341.0,2024-07-05 05:22:09,UPDATE
6403,products,4344,price,1395.38,1378.29,288.0,2024-05-14 12:05:16,UPDATE
4820,employees,371,,69433,82112,2656.0,2025-09-24 21:56:43,UPDATE
9315,products,1473,price,4462.53,4655.34,2727.0,2025-02-15 19:45:23,UPDATE
7199,Products,3290,price,744.74,791.33,712.0,,UPDATE
9772,,5217,price,4755.4,4505.16,1736.0,2025-09-23 01:50:50,UPDATE
4231,,652,salary,51760,,2697.0,2024-12-24 06:42:53,UPDATE
4471,employees,1162,salary,34128,39528,1476.0,2025-05-10 04:04:20,UPDATE
9348,employees,425,salary,,89190,2240.0,2025-04-12 06:50:08,UPDATE
1844,products,3067,price,4086.83,3922.15,1208.0,2026-02-13 21:22:53,update
6539,,2459,salary,48966,56926,,2025-04-09 10:20:08,UPDATE
2866,products,123,price,4680.23,4885.21,344.0,2025-05-08 03:47:04,UPDATE
2192,employees,1765,salary,52037,60929,2483.0,2024-10-12 15:58:34,UPDATE
6948,employees,2560,salary,69226,77434,2577.0,2025-09-25 13:13:03,UPDATE
5473,products,200,price,1973.56,2119.09,2715.0,2025-06-23 04:51:15,UPDATE
2508,Products,4884,PRICE,2720.6,2863.68,2493.0,2026-02-14 10:41:56,UPDATE
3399,products,4475,Price,,1745.33,2340.0,2025-03-15 22:36:10,UPDATE
1329,employees,1278,salary,44106,46626,1572.0,2025-03-07 15:08:05,UPDATE
5742,products,2454,price,1576.38,1610.32,1958.0,2024-05-27 04:22:44,UPDATE
5462,products,3477,price,1526.17,1395.68,1644.0,2024-04-23 01:34:48,UPDATE
3277,employees,1397,salary,73307,84044,1376.0,2025-04-21 12:42:44,UPDATE
6584,employees,2767,,69634,81429,1522.0,2024-06-16 04:42:17,UPDATE
7617,products,2023,price,1581.66,1650.44,966.0,2024-07-31 16:25:37,UPDATE
3774,employees,636,salary,48917,54419,2443.0,2024-06-08 10:08:08,UPDATE
7546,products,3874,PRICE,4185.84,3870.81,1809.0,2024-02-16 16:49:12,UPDATE
975,employees,1601,salary,39267,43731,2617.0,2025-03-20 15:44:56,UPDATE
3690,employees,1619,salary,34847,41271,291.0,2025-08-17 14:37:43,UPDATE
2079,products,5724,price,3219.49,3527.48,,2025-12-23 20:03:46,
4866,employees,1745,salary,62915,69993,2400.0,2025-01-02 23:48:24,UPDATE
9973,employees,1286,Salary,43590,51871,,2025-11-13 18:42:26,UPDATE
5036,products,5071,price,,4027.33,,2025-07-19 01:11:09,UPDATE
176,products,402,price,345.82,327.98,1364.0,2024-05-26 00:18:50,UPDATE
1684,employees,1752,salary,67258,79275,2201.0,2025-12-08 20:45:57,UPDATE
9089,PRODUCTS,970,Price,4137.37,4381.9,237.0,2025-12-08 11:35:17,UPDATE
8296,employees,199,salary,66676,75551,2951.0,2024-03-14 05:12:29,UPDATE
7882,products,761,price,778.7,737.46,1482.0,2024-11-18 02:04:44,
1651,,3398,price,502.07,550.12,,2024-06-05 00:13:24,UPDATE
7479,Employees,1733,salary,51944,59157,2856.0,,UPDATE
3059,products,1638,,3477.68,3724.41,,2024-06-17 12:17:28,UPDATE
6724,PRODUCTS,1615,PRICE,998.21,1035.59,1241.0,2025-03-25 14:49:38,UPDATE
614,employees,2026,,75103,88869,,2024-01-18 02:49:31,UPDATE
8490,products,2881,price,4168.0,4554.5,1475.0,2025-02-19 07:04:06,UPDATE
2439,products,1008,Price,2797.65,2675.45,2447.0,2024-04-03 14:28:41,UPDATE
3920,employees,2690,SALARY,64257,74388,2424.0,2024-07-03 05:53:57,UPDATE
7327,employees,554,salary,79493,88490,911.0,2025-08-30 15:02:41,Update
593,Products,592,price,3103.71,,1546.0,2024-08-18 18:08:26,UPDATE
8645,products,2136,price,765.76,701.62,1657.0,2025-07-20 05:23:18,UPDATE
9206,employees,725,salary,60060,66375,1179.0,2025-08-03 17:02:05,
5939,products,4317,price,679.99,666.19,1622.0,2025-01-26 12:05:42,UPDATE
6845,products,1256,price,1491.5,1362.29,476.0,2024-05-19 08:07:25,
2799,employees,2460,salary,33029,,954.0,2024-05-09 03:56:19,UPDATE
916,PRODUCTS,3669,price,4041.69,4360.47,306.0,2025-08-20 07:04:13,UPDATE
3368,products,4027,price,2812.04,2625.8,2438.0,2024-10-19 22:16:13,UPDATE
1429,EMPLOYEES,1809,salary,32278,33998,2404.0,2024-02-03 22:06:44,UPDATE
3452,products,4476,price,3272.34,3035.25,1078.0,2024-01-31 11:47:49,Update
8008,products,1186,price,,428.47,2373.0,2025-03-04 04:56:30,UPDATE
671,products,1935,price,453.9,465.31,604.0,2025-05-18 15:14:17,UPDATE
4922,products,3205,price,4838.46,4731.01,1261.0,2024-04-19 23:29:32,UPDATE
811,products,878,price,1380.73,1389.97,659.0,2024-12-31 00:49:38,UPDATE
9885,products,3403,price,4001.56,4144.97,4.0,2024-04-20 12:18:31,UPDATE
562,employees,1314,salary,37927,41401,252.0,2024-12-19 12:35:44,UPDATE
3824,products,1297,price,4713.53,5031.61,1784.0,2024-12-08 23:43:31,UPDATE
568,employees,1314,salary,56620,63838,2641.0,,UPDATE
9737,products,3460,price,2730.0,2906.04,1498.0,2024-05-11 18:31:34,UPDATE
3893,products,2003,price,3530.24,3847.94,548.0,2025-10-11 02:16:51,UPDATE
5123,products,5222,,,3234.49,1142.0,2025-03-15 18:41:26,UPDATE
6495,products,2299,price,2833.18,2827.5,135.0,2026-01-27 15:26:00,UPDATE
7905,employees,1559,salary,79423,94968,2920.0,2024-11-27 06:14:45,UPDATE
834,products,3127,,2459.13,2588.43,145.0,2024-06-03 18:09:07,UPDATE
2704,products,4184,price,3049.13,3055.21,1322.0,,UPDATE
2677,products,1433,price,942.63,913.33,1208.0,2025-08-30 11:46:39,UPDATE
8033,products,2254,price,1040.65,1134.14,2765.0,2025-01-25 13:37:33,UPDATE
2112,employees,355,salary,40049,43917,70.0,2025-01-22 19:10:44,UPDATE
8218,products,645,price,2667.25,2418.22,2677.0,2025-09-21 16:19:01,UPDATE
9913,products,5071,price,3406.81,3171.41,1099.0,2025-01-11 23:11:15,UPDATE
7755,products,679,PRICE,287.32,274.07,2543.0,2025-07-27 11:47:53,UPDATE
8095,,2576,,4504.45,4951.91,2875.0,2025-12-09 22:26:55,
1263,PRODUCTS,1150,price,1741.46,1745.7,1558.0,2024-03-30 18:42:53,UPDATE
1984,employees,720,salary,51393,54696,1379.0,2026-02-12 11:45:56,UPDATE
110,employees,2806,salary,69280,78142,2409.0,2025-02-18 00:30:53,UPDATE
258,Products,3075,price,2579.41,2694.32,21.0,2024-07-31 10:06:41,UPDATE
4192,employees,2243,salary,79950,87298,2277.0,2024-08-06 19:07:44,UPDATE
5835,products,620,price,3776.61,3941.66,1625.0,2024-01-29 18:01:17,UPDATE
5046,employees,1366,salary,40919,47042,2896.0,2025-11-21 03:29:06,UPDATE
6397,products,1786,price,4820.3,4642.46,185.0,2024-03-03 11:21:29,UPDATE
9668,products,4961,price,4941.87,,2671.0,2024-09-11 09:08:42,UPDATE
7261,products,3508,price,3047.86,2851.45,1986.0,2024-05-19 01:09:45,UPDATE
5454,employees,2412,salary,48271,51239,2788.0,2025-05-01 05:51:24,Update
2381,,732,price,1704.83,1620.78,2756.0,2025-04-03 20:30:50,UPDATE
892,products,925,price,4829.57,,2122.0,2025-08-14 10:01:29,
4684,employees,1626,salary,75870,,,2025-01-30 18:47:34,UPDATE
6809,employees,1032,salary,69375,80728,1032.0,2025-03-28 13:27:54,UPDATE
7744,products,3452,Price,3516.16,3717.94,1165.0,2024-10-17 02:56:38,
6989,products,181,price,3377.55,3691.12,124.0,2024-05-06 01:09:32,
7541,products,1276,price,349.9,334.54,103.0,2025-06-26 00:27:07,UPDATE
7958,products,5487,price,,3774.33,1462.0,2024-04-14 07:43:47,UPDATE
2605,products,4211,price,3204.71,2920.97,2847.0,2025-07-29 14:54:42,UPDATE
2399,employees,343,,57080,67266,495.0,2025-05-03 19:06:15,update
6207,Products,2911,price,4585.06,4809.73,308.0,2024-04-18 20:08:54,UPDATE
8012,employees,2873,salary,69248,75598,978.0,2024-06-18 02:14:31,UPDATE
5780,products,2347,price,4188.48,4540.75,1810.0,2025-03-19 11:08:12,UPDATE
8419,products,1324,price,330.29,346.99,1317.0,2024-09-02 09:22:26,Update
8163,employees,1588,salary,49041,56144,757.0,2024-02-15 22:48:23,UPDATE
2036,products,2848,price,2076.63,2066.95,,2025-12-10 23:21:39,UPDATE
14,products,4460,,2401.49,2347.48,2045.0,,UPDATE
5641,products,2570,PRICE,,238.41,1795.0,2024-06-10 16:53:25,update
3810,employees,226,SALARY,73835,83431,2232.0,2026-02-15 15:20:05,UPDATE
4400,products,2250,price,4020.57,4181.85,1609.0,2024-07-30 08:20:53,UPDATE
2863,products,3186,price,4862.27,5010.64,2225.0,2024-10-21 22:09:49,UPDATE
8369,employees,2835,salary,47819,56509,351.0,,UPDATE
997,products,3168,price,1499.95,1402.35,599.0,2025-11-11 17:22:44,UPDATE
2689,products,2223,price,,1524.71,1647.0,2024-03-06 10:19:01,UPDATE
3258,products,4314,price,4603.17,4507.42,2108.0,2024-09-02 09:15:56,UPDATE
2340,products,2131,price,2277.05,2419.53,1348.0,2026-02-06 01:44:45,UPDATE
7085,products,5367,price,420.0,413.61,1392.0,2026-01-07 19:35:38,UPDATE
3941,employees,2588,salary,32673,,1060.0,2026-01-28 21:14:21,UPDATE
1086,products,3838,price,2031.06,2101.45,2393.0,2024-06-09 02:08:39,
2674,products,1691,price,2090.65,2266.8,1332.0,2024-05-02 21:01:27,
5145,products,3337,price,1034.5,969.57,1652.0,2025-11-25 05:28:40,
3733,products,1991,price,3295.75,3053.27,145.0,2025-03-23 04:12:38,UPDATE
4304,employees,1458,,64895,71318,2742.0,2024-01-31 01:07:57,UPDATE
6889,employees,1085,salary,71318,81077,1274.0,2025-11-15 19:11:01,UPDATE
2350,products,4584,price,2141.19,2115.59,1256.0,2024-11-07 16:05:40,UPDATE
6253,Products,1896,price,2074.58,2105.8,357.0,2024-07-24 17:19:12,UPDATE
3868,products,2062,price,4553.01,4355.72,1059.0,2025-10-23 22:41:35,UPDATE
4386,products,5731,price,1593.58,1494.74,197.0,2025-11-01 11:11:44,UPDATE
7576,products,4628,price,4090.73,4348.33,2796.0,2025-04-23 17:19:13,Update
7740,products,3830,price,319.68,,456.0,2025-07-27 04:44:57,UPDATE
2346,employees,491,salary,52415,,362.0,2025-10-23 07:43:55,UPDATE
4509,products,1939,price,,1382.44,1238.0,2024-11-16 20:03:28,UPDATE
7083,products,874,price,1424.75,1308.27,183.0,2024-01-30 02:31:17,UPDATE
6126,products,4752,,969.96,,613.0,2024-10-30 03:02:17,UPDATE
3775,products,4079,price,4692.67,4781.29,606.0,2024-11-28 23:05:24,UPDATE
9780,employees,502,salary,52093,61763,796.0,2025-02-07 17:33:35,UPDATE
3968,products,1592,price,4365.72,4160.66,1492.0,2025-01-05 06:09:10,UPDATE
1992,products,1964,price,1153.69,1098.66,1896.0,2024-06-24 00:52:07,
7167,products,2328,price,503.2,491.18,2533.0,2025-08-09 23:18:26,
5573,Products,4730,,378.54,350.31,1138.0,2024-11-12 21:23:22,Update
1072,employees,572,,61041,,2693.0,2025-12-09 11:20:21,UPDATE
3635,employees,2678,Salary,44656,50962,685.0,2025-03-03 10:02:47,UPDATE
1818,products,4542,Price,935.96,850.71,318.0,2025-02-09 08:22:04,update
3744,products,729,price,2483.54,2594.44,1141.0,2025-11-03 23:17:56,UPDATE
211,products,3507,price,2400.45,2332.11,926.0,2026-02-15 02:11:19,update
1873,products,3372,price,852.97,885.37,2949.0,2025-01-29 03:03:17,UPDATE
7144,,2596,salary,68141,78605,123.0,2025-04-17 16:33:31,UPDATE
9772,,5217,price,4755.4,4505.16,1736.0,2025-09-23 01:50:50,UPDATE
381,employees,1348,salary,72943,77334,322.0,2026-02-09 12:58:17,UPDATE
5581,employees,985,salary,68489,74940,2787.0,2025-07-13 06:59:19,UPDATE
5419,,2822,salary,37418,41048,2048.0,2025-04-01 13:03:47,UPDATE
406,products,2448,price,1043.16,994.05,751.0,2025-10-23 01:44:32,UPDATE
1968,employees,130,salary,55802,59415,1452.0,2024-07-27 23:25:27,UPDATE
2585,products,1875,price,2278.06,2167.88,2998.0,2024-07-14 20:12:07,UPDATE
3376,employees,2507,salary,31641,33968,228.0,2024-09-18 02:42:19,UPDATE
5552,products,3024,Price,1178.36,1109.06,,2025-04-06 12:08:27,UPDATE
7665,products,2013,price,428.64,464.81,810.0,2024-02-22 05:16:41,
6962,employees,2697,salary,36901,43903,2673.0,2024-05-14 19:09:42,UPDATE
1238,products,3203,price,3017.32,2796.23,1715.0,2024-05-23 06:03:36,UPDATE
4417,products,1216,price,4298.46,3939.5,876.0,2025-06-18 21:17:04,Update
8936,products,2927,price,2213.61,2192.78,20.0,2024-12-08 17:56:49,UPDATE
8842,products,4603,price,3048.59,2807.42,527.0,2024-08-23 02:56:16,UPDATE
3753,products,1946,price,734.6,762.82,2547.0,2024-08-22 09:00:50,Update
6566,employees,282,salary,70372,81581,395.0,2025-11-21 18:43:31,UPDATE
9810,products,658,price,3318.69,2996.32,,2025-12-30 23:27:27,UPDATE
2721,products,1820,price,536.4,543.03,1964.0,2024-01-07 04:17:21,UPDATE
1990,products,4669,price,2016.03,,417.0,2025-01-06 04:01:40,UPDATE
6689,products,1154,price,2628.61,2612.58,1111.0,2025-11-24 13:23:29,UPDATE
9716,products,2374,price,3590.14,3558.78,1575.0,2024-08-26 08:12:45,
2181,products,4557,price,1648.65,1662.03,1212.0,2025-09-18 11:18:31,UPDATE
602,employees,1028,salary,78463,,1314.0,2025-10-29 07:04:31,UPDATE
2332,employees,433,salary,57332,63758,1312.0,2024-12-17 11:14:02,UPDATE
5231,products,3818,price,4252.06,4312.15,99.0,2025-10-19 12:03:31,UPDATE
5317,employees,1243,salary,74333,83912,,2026-02-07 05:40:12,UPDATE
9574,products,3323,price,338.93,342.09,2467.0,2025-07-26 10:56:01,UPDATE
3229,products,545,price,3545.24,3871.74,246.0,2025-05-14 04:00:38,update
1388,employees,1916,SALARY,50618,59307,343.0,2025-03-30 04:25:33,UPDATE
1365,products,947,price,4982.58,4615.43,2671.0,2025-09-07 18:38:31,UPDATE
8269,products,4186,price,,1797.98,540.0,2025-05-29 00:25:58,UPDATE
4014,products,4509,price,3070.3,2769.56,1175.0,2025-11-04 00:38:59,UPDATE
6595,,3261,price,2482.41,2453.11,93.0,2025-03-26 18:04:08,UPDATE
8230,employees,2271,salary,69498,79095,2028.0,2026-02-10 16:16:35,UPDATE
2685,products,566,price,4194.82,4283.38,1362.0,2025-01-04 01:07:50,UPDATE
7561,employees,2625,,39646,41776,1887.0,2025-07-01 23:22:53,
9322,products,1213,price,2791.33,2651.47,338.0,2024-12-30 02:45:33,UPDATE
4351,products,3960,price,3745.29,3962.29,2431.0,2025-08-14 12:54:45,UPDATE
1945,products,2529,price,4068.55,4040.23,2456.0,2025-10-09 15:20:54,UPDATE
201,PRODUCTS,4268,,281.82,283.05,2961.0,2025-09-24 15:56:17,UPDATE
1969,employees,1745,salary,42076,49145,2992.0,2026-01-30 12:05:00,UPDATE
9871,,4779,price,4417.73,4057.47,2733.0,2025-12-22 05:46:17,UPDATE
