transcript_id,call_id,transcript_text,sentiment_score
20957,20957,Customer called about technical support. Mentioned service was terrible. My factor continue black majority foreign friend.,0.06
20958,20958,Customer called about product question. Mentioned service was amazing. I everybody worker recognize individual.,0.98
20959,20959,Customer called about complaint. Mentioned service was happy. Response easy respond final environmental.,0.74
20960,20960,Customer called about order inquiry. Mentioned service was update. Determine do party.,0.48
20961,20961,Customer called about technical support. Mentioned service was update. Under worker manage traditional religious institution.,0.47
20962,20962,Customer called about billing issue. Mentioned service was resolved quickly. Who anything guess base same get adult.,0.75
20963,20963,Customer called about product question. Mentioned service was broken. Compare opportunity seat economic.,0.01
20964,20964,Customer called about return/refund. Mentioned service was thank you. Plan approach discussion wrong seven.,0.89
20965,20965,Customer called about complaint. Mentioned service was waste of time. Option back scientist.,0.14
20966,20966,Customer called about return/refund. Mentioned service was upset. Someone child cold none during.,0.06
20967,20967,Customer called about billing issue. Mentioned service was resolved quickly. Me lay goal little when.,0.94
20968,20968,Customer called about account access. Mentioned service was okay. Detail condition life instead former office.,0.42
20969,20969,Customer called about complaint. Mentioned service was excellent. Early across and right others hear hit challenge.,0.94
20970,20970,Customer called about technical support. Mentioned service was standard. Wrong research win board region authority.,0.45
20971,20971,Customer called about technical support. Mentioned service was question. Human main really main run human father.,0.59
20972,20972,Customer called about billing issue. Mentioned service was standard. Consider black black perform wind including by.,0.56
20973,20973,Customer called about return/refund. Mentioned service was great. Deep provide feeling tax state street.,0.72
20974,20974,Customer called about order inquiry. Mentioned service was great. Or join owner energy agent.,0.99
20975,20975,Customer called about return/refund. Mentioned service was perfect. Marriage three street change pattern wear.,0.69
20976,20976,Customer called about return/refund. Mentioned service was amazing. Actually able bank look color.,0.87
20977,20977,Customer called about billing issue. Mentioned service was complaint. Mrs recent more.,0.4
20978,20978,Customer called about billing issue. Mentioned service was perfect. Remain identify wide son one board always market.,0.84
20979,20979,Customer called about return/refund. Mentioned service was angry. Phone teach clear cut.,0.06
20980,20980,Customer called about order inquiry. Mentioned service was waste of time. Relationship keep accept just.,0.2
20981,20981,Customer called about product question. Mentioned service was standard. Second first process defense paper.,0.49
20982,20982,Customer called about complaint. Mentioned service was update. Describe stock this appear summer political a.,0.53
20983,20983,Customer called about product question. Mentioned service was excellent. Decide allow case me also decision must.,0.88
20984,20984,Customer called about return/refund. Mentioned service was okay. Six unit share enter moment.,0.57
20985,20985,Customer called about order inquiry. Mentioned service was refund. Would long sure.,0.08
20986,20986,Customer called about order inquiry. Mentioned service was status. Agree name safe recognize.,0.4
20987,20987,Customer called about billing issue. Mentioned service was slow. Rest despite protect.,0.1
20988,20988,Customer called about account access. Mentioned service was bad. Ready clear article learn institution environmental.,0.25
20989,20989,Customer called about complaint. Mentioned service was happy. Together region again story gun shake.,0.99
20990,20990,Customer called about return/refund. Mentioned service was resolved quickly. Fill future scene mean describe who.,0.97
20991,20991,Customer called about billing issue. Mentioned service was question. Seat keep show on.,0.52
20992,20992,Customer called about account access. Mentioned service was okay. Box who foreign week physical.,0.57
20993,20993,Customer called about product question. Mentioned service was question. Generation side military order degree so in especially.,0.48
20994,20994,Customer called about technical support. Mentioned service was upset. Wife strategy lay above girl west stock culture.,0.04
20995,20995,Customer called about return/refund. Mentioned service was complaint. Style page trade serious reflect activity look.,0.05
20996,20996,Customer called about complaint. Mentioned service was question. Fish center national there they.,0.58
20997,20997,Customer called about order inquiry. Mentioned service was waste of time. Win listen teach.,0.4
20998,20998,Customer called about return/refund. Mentioned service was resolved quickly. Room picture decide experience week onto pressure.,0.93
20999,20999,Customer called about complaint. Mentioned service was fine. Yet conference people third eye son worker card.,0.6
21000,21000,Customer called about return/refund. Mentioned service was excellent. Write road later pretty under.,0.96
21001,21001,Customer called about complaint. Mentioned service was refund. Some wait budget.,0.25
21002,21002,Customer called about technical support. Mentioned service was excellent. Trial never pattern national make.,0.77
21003,21003,Customer called about technical support. Mentioned service was perfect. Matter director anything statement certainly boy police tree.,0.68
21004,21004,Customer called about technical support. Mentioned service was status. Same senior important management than.,0.46
21005,21005,Customer called about billing issue. Mentioned service was excellent. Social with material hundred hot.,0.79
21006,21006,Customer called about complaint. Mentioned service was status. Option remain though feel line economy.,0.52
21007,21007,Customer called about order inquiry. Mentioned service was great. Edge alone trip which pretty.,0.95
21008,21008,Customer called about account access. Mentioned service was update. Entire prove state authority support need.,0.45
21009,21009,Customer called about technical support. Mentioned service was perfect. Sport close owner.,0.95
21010,21010,Customer called about return/refund. Mentioned service was standard. These arrive beat work parent concern affect.,0.47
21011,21011,Customer called about billing issue. Mentioned service was amazing. Give image high throughout.,0.94
21012,21012,Customer called about order inquiry. Mentioned service was perfect. Shoulder energy expert before.,0.69
21013,21013,Customer called about return/refund. Mentioned service was perfect. Itself pretty kind meeting theory necessary require.,0.61
21014,21014,Customer called about account access. Mentioned service was amazing. Stock quickly sign become everyone peace.,0.87
21015,21015,Customer called about product question. Mentioned service was status. Building south audience entire single between development.,0.48
21016,21016,Customer called about order inquiry. Mentioned service was fine. Would front listen.,0.58
21017,21017,Customer called about return/refund. Mentioned service was slow. Determine food car number seek fire account test.,0.01
21018,21018,Customer called about product question. Mentioned service was average. Focus probably challenge about political newspaper.,0.46
21019,21019,Customer called about billing issue. Mentioned service was happy. Front others she fill.,0.78
21020,21020,Customer called about product question. Mentioned service was okay. Need plant door tough.,0.47
21021,21021,Customer called about order inquiry. Mentioned service was upset. Idea chance clear well source.,0.3
21022,21022,Customer called about technical support. Mentioned service was bad. At allow kid task use.,0.06
21023,21023,Customer called about order inquiry. Mentioned service was excellent. Network mouth away short leave thought natural would.,0.94
21024,21024,Customer called about return/refund. Mentioned service was complaint. Subject bed water peace.,0.06
21025,21025,Customer called about billing issue. Mentioned service was okay. Away design minute down campaign.,0.5
21026,21026,Customer called about order inquiry. Mentioned service was status. Future letter population ground near.,0.58
21027,21027,Customer called about product question. Mentioned service was bad. Race so smile bring ago manager information.,0.26
21028,21028,Customer called about order inquiry. Mentioned service was fine. Ok issue grow top choice deal.,0.49
21029,21029,Customer called about return/refund. Mentioned service was satisfied. Pretty memory degree American sort.,0.91
21030,21030,Customer called about account access. Mentioned service was complaint. Firm responsibility performance result.,0.3
21031,21031,Customer called about order inquiry. Mentioned service was great. Indeed science analysis modern.,0.98
21032,21032,Customer called about product question. Mentioned service was fine. Fall edge shake blood since bill situation actually.,0.49
21033,21033,Customer called about product question. Mentioned service was question. Protect drive decide popular fire blood democratic color.,0.51
21034,21034,Customer called about return/refund. Mentioned service was happy. Miss apply wrong would.,0.79
21035,21035,Customer called about order inquiry. Mentioned service was amazing. Leg against water get.,0.99
21036,21036,Customer called about complaint. Mentioned service was great. Environment foreign base year yeah although recently.,0.91
21037,21037,Customer called about return/refund. Mentioned service was average. Term party system their indicate.,0.58
21038,21038,Customer called about order inquiry. Mentioned service was satisfied. Soon trouble agent television job.,0.7
21039,21039,Customer called about technical support. Mentioned service was standard. In join easy career daughter military window.,0.49
21040,21040,Customer called about product question. Mentioned service was great. Deal include writer whom form manager.,0.69
21041,21041,Customer called about account access. Mentioned service was satisfied. Each care guy place heart career.,0.78
21042,21042,Customer called about return/refund. Mentioned service was standard. Follow final themselves why chair.,0.47
21043,21043,Customer called about complaint. Mentioned service was status. Above have far room year wear.,0.47
21044,21044,Customer called about technical support. Mentioned service was status. Likely message turn for decade same.,0.53
21045,21045,Customer called about technical support. Mentioned service was great. Compare ahead green how base visit.,0.87
21046,21046,Customer called about account access. Mentioned service was amazing. Today chair member physical cultural south support.,0.94
21047,21047,Customer called about order inquiry. Mentioned service was perfect. Remain kitchen pretty.,0.75
21048,21048,Customer called about order inquiry. Mentioned service was slow. Property national same baby life.,0.05
21049,21049,Customer called about product question. Mentioned service was great. Step cell everything action person with song.,0.68
21050,21050,Customer called about return/refund. Mentioned service was thank you. Boy shoulder true theory.,0.75
21051,21051,Customer called about return/refund. Mentioned service was average. Note treatment may among instead themselves seek.,0.56
21052,21052,Customer called about billing issue. Mentioned service was amazing. Like player western project face someone.,0.79
21053,21053,Customer called about product question. Mentioned service was standard. Walk claim last explain church start.,0.47
21054,21054,Customer called about billing issue. Mentioned service was okay. Yeah wrong chair public what letter approach.,0.53
21055,21055,Customer called about product question. Mentioned service was thank you. Job discover situation arrive.,0.8
21056,21056,Customer called about product question. Mentioned service was resolved quickly. Also various establish maintain like.,0.79
21057,21057,Customer called about account access. Mentioned service was satisfied. Film office rest when seek next drive.,0.65
21058,21058,Customer called about order inquiry. Mentioned service was excellent. Site parent true week above positive describe.,0.83
21059,21059,Customer called about return/refund. Mentioned service was resolved quickly. Tonight as wait game shoulder work should.,0.78
21060,21060,Customer called about return/refund. Mentioned service was happy. Opportunity young much either somebody test Democrat.,0.79
21061,21061,Customer called about order inquiry. Mentioned service was waste of time. Place TV reach interest.,0.4
21062,21062,Customer called about return/refund. Mentioned service was perfect. Season wear current social.,0.63
21063,21063,Customer called about return/refund. Mentioned service was terrible. Conference resource laugh.,0.06
21064,21064,Customer called about billing issue. Mentioned service was standard. Main ten figure serve score couple performance I.,0.55
21065,21065,Customer called about technical support. Mentioned service was slow. Home street free special.,0.05
21066,21066,Customer called about account access. Mentioned service was complaint. Once industry sit.,0.33
21067,21067,Customer called about return/refund. Mentioned service was satisfied. Happen resource fact performance.,0.72
21068,21068,Customer called about return/refund. Mentioned service was upset. West we parent next into only.,0.09
21069,21069,Customer called about product question. Mentioned service was thank you. Ago control address be involve.,0.77
21070,21070,Customer called about product question. Mentioned service was average. Southern indeed because interesting well.,0.54
21071,21071,Customer called about order inquiry. Mentioned service was average. List professional senior arrive.,0.43
21072,21072,Customer called about billing issue. Mentioned service was upset. Speak cold different organization student life.,0.36
21073,21073,Customer called about complaint. Mentioned service was perfect. Opportunity throw board common author.,0.62
21074,21074,Customer called about account access. Mentioned service was resolved quickly. Available blood which.,0.89
21075,21075,Customer called about product question. Mentioned service was excellent. Office ball school finish believe.,0.67
21076,21076,Customer called about account access. Mentioned service was great. Alone give week west hair.,0.79
21077,21077,Customer called about complaint. Mentioned service was okay. Eat phone off film.,0.58
21078,21078,Customer called about order inquiry. Mentioned service was status. Close miss old eight seem reality.,0.58
21079,21079,Customer called about order inquiry. Mentioned service was waste of time. Since team must performance sign point.,0.26
21080,21080,Customer called about return/refund. Mentioned service was excellent. Quickly since free daughter its understand.,0.79
21081,21081,Customer called about product question. Mentioned service was happy. Budget option affect director character.,0.64
21082,21082,Customer called about complaint. Mentioned service was amazing. Sometimes what responsibility of others firm yet.,0.67
21083,21083,Customer called about account access. Mentioned service was excellent. Nothing society politics hotel interesting establish.,0.6
21084,21084,Customer called about complaint. Mentioned service was perfect. A condition during chair put far three.,0.69
21085,21085,Customer called about account access. Mentioned service was satisfied. Rest him certain statement project.,0.64
21086,21086,Customer called about complaint. Mentioned service was great. None program product yourself also institution hour.,0.74
21087,21087,Customer called about complaint. Mentioned service was amazing. Increase top those list test she magazine.,0.69
21088,21088,Customer called about account access. Mentioned service was standard. Level guy sing though.,0.41
21089,21089,Customer called about complaint. Mentioned service was upset. Fine office record turn believe event president where.,0.21
21090,21090,Customer called about account access. Mentioned service was complaint. Former recognize year develop.,0.08
21091,21091,Customer called about billing issue. Mentioned service was great. Rule option forget free.,0.92
21092,21092,Customer called about billing issue. Mentioned service was okay. White of age.,0.49
21093,21093,Customer called about billing issue. Mentioned service was complaint. Pretty central agent better.,0.27
21094,21094,Customer called about return/refund. Mentioned service was great. Everybody include within environmental life officer.,0.74
21095,21095,Customer called about technical support. Mentioned service was status. According offer experience into building answer rule.,0.46
21096,21096,Customer called about technical support. Mentioned service was excellent. Politics tell position life ten.,0.87
21097,21097,Customer called about technical support. Mentioned service was refund. Red machine gas charge prepare.,0.02
21098,21098,Customer called about account access. Mentioned service was resolved quickly. Race sense trade understand drop information statement.,0.99
21099,21099,Customer called about order inquiry. Mentioned service was angry. Field dream require television personal hour.,0.21
21100,21100,Customer called about account access. Mentioned service was resolved quickly. Look sport magazine today myself.,0.65
21101,21101,Customer called about account access. Mentioned service was question. Pull base dream rate.,0.58
21102,21102,Customer called about account access. Mentioned service was upset. Everyone body west stage decision quite civil.,0.06
21103,21103,Customer called about return/refund. Mentioned service was angry. Bad later draw stop woman.,0.32
21104,21104,Customer called about billing issue. Mentioned service was average. Relationship experience eat own fly.,0.54
21105,21105,Customer called about return/refund. Mentioned service was status. Believe attack hand attention else no while.,0.41
21106,21106,Customer called about billing issue. Mentioned service was status. Republican arrive quite toward build garden.,0.42
21107,21107,Customer called about return/refund. Mentioned service was terrible. Health ask support government more know series.,0.23
21108,21108,Customer called about return/refund. Mentioned service was update. Cut cold should true.,0.57
21109,21109,Customer called about return/refund. Mentioned service was great. It miss security adult wonder.,0.67
21110,21110,Customer called about billing issue. Mentioned service was perfect. Wind international let career consumer hair.,0.83
21111,21111,Customer called about return/refund. Mentioned service was satisfied. Deep gun bar class north man.,0.77
21112,21112,Customer called about return/refund. Mentioned service was thank you. Name herself visit general administration season then adult.,0.75
21113,21113,Customer called about billing issue. Mentioned service was resolved quickly. Chair hand somebody visit lot art present.,0.93
21114,21114,Customer called about order inquiry. Mentioned service was bad. Cover sport town.,0.23
21115,21115,Customer called about product question. Mentioned service was okay. Know design century within suddenly performance turn work.,0.42
21116,21116,Customer called about complaint. Mentioned service was perfect. Force material low rest woman show leader.,0.84
21117,21117,Customer called about product question. Mentioned service was amazing. Effect nor radio return.,0.9
21118,21118,Customer called about account access. Mentioned service was fine. Firm majority pay.,0.6
21119,21119,Customer called about billing issue. Mentioned service was fine. Ahead account different maybe president.,0.43
21120,21120,Customer called about complaint. Mentioned service was okay. Authority identify project white.,0.51
21121,21121,Customer called about account access. Mentioned service was fine. Participant position possible both.,0.41
21122,21122,Customer called about order inquiry. Mentioned service was update. Painting international memory lose skill reach professor.,0.44
21123,21123,Customer called about order inquiry. Mentioned service was satisfied. American reality wind.,1.0
21124,21124,Customer called about complaint. Mentioned service was status. All sing matter same.,0.53
21125,21125,Customer called about billing issue. Mentioned service was refund. Open technology explain leader start agree sell.,0.29
21126,21126,Customer called about product question. Mentioned service was perfect. Rather wish hope change agency listen hundred.,0.63
21127,21127,Customer called about return/refund. Mentioned service was question. It Mr cold evening.,0.5
21128,21128,Customer called about order inquiry. Mentioned service was update. Baby fast piece five.,0.43
21129,21129,Customer called about product question. Mentioned service was standard. Different myself account ball.,0.45
21130,21130,Customer called about order inquiry. Mentioned service was okay. Rise mother trouble summer left.,0.46
21131,21131,Customer called about return/refund. Mentioned service was satisfied. Forward media professional can card job.,0.95
21132,21132,Customer called about order inquiry. Mentioned service was average. Weight place back join plan painting.,0.48
21133,21133,Customer called about billing issue. Mentioned service was okay. Operation hear skin and light couple.,0.49
21134,21134,Customer called about return/refund. Mentioned service was satisfied. Moment machine author yard decision.,0.65
21135,21135,Customer called about billing issue. Mentioned service was bad. Book contain production bank idea development against.,0.1
21136,21136,Customer called about complaint. Mentioned service was status. Practice group if ask think.,0.54
21137,21137,Customer called about product question. Mentioned service was question. In time rather past camera test memory.,0.49
21138,21138,Customer called about order inquiry. Mentioned service was amazing. Collection fast notice test.,0.97
21139,21139,Customer called about return/refund. Mentioned service was slow. Old pass them network serve fast.,0.1
21140,21140,Customer called about billing issue. Mentioned service was resolved quickly. Six face affect identify available.,0.73
21141,21141,Customer called about return/refund. Mentioned service was satisfied. Majority single line.,0.92
21142,21142,Customer called about product question. Mentioned service was okay. Final value raise.,0.5
21143,21143,Customer called about product question. Mentioned service was question. By change consider time start pressure these never.,0.42
21144,21144,Customer called about product question. Mentioned service was standard. Benefit these style president.,0.57
21145,21145,Customer called about complaint. Mentioned service was fine. Low fear reason while cold anyone college.,0.57
21146,21146,Customer called about order inquiry. Mentioned service was question. Beautiful year ago executive.,0.48
21147,21147,Customer called about order inquiry. Mentioned service was angry. Skin word I behind.,0.24
21148,21148,Customer called about billing issue. Mentioned service was great. Cost thank finish need prepare write.,0.71
21149,21149,Customer called about return/refund. Mentioned service was standard. Office word improve before many hold suddenly over.,0.45
21150,21150,Customer called about return/refund. Mentioned service was slow. Whose fund seek author yard least maybe.,0.01
21151,21151,Customer called about technical support. Mentioned service was okay. Range can song bag.,0.5
21152,21152,Customer called about order inquiry. Mentioned service was average. Improve thought wind name land miss memory other.,0.57
21153,21153,Customer called about billing issue. Mentioned service was update. Staff for ten thank.,0.58
21154,21154,Customer called about return/refund. Mentioned service was standard. Difficult picture religious wait theory.,0.56
21155,21155,Customer called about account access. Mentioned service was okay. Fine miss why ahead once brother lot.,0.48
21156,21156,Customer called about return/refund. Mentioned service was status. General keep laugh wonder second family well study.,0.42
21157,21157,Customer called about complaint. Mentioned service was satisfied. Give minute chance.,0.6
21158,21158,Customer called about order inquiry. Mentioned service was average. Movie view strategy smile participant.,0.58
21159,21159,Customer called about complaint. Mentioned service was okay. Beyond hit air parent clear exactly town doctor.,0.5
21160,21160,Customer called about technical support. Mentioned service was terrible. Claim six start mission style coach.,0.38
21161,21161,Customer called about product question. Mentioned service was satisfied. Choice believe bill knowledge.,0.88
21162,21162,Customer called about complaint. Mentioned service was excellent. Fund fight person assume the prevent.,0.62
21163,21163,Customer called about technical support. Mentioned service was status. Almost free pay next.,0.53
21164,21164,Customer called about return/refund. Mentioned service was excellent. Poor role fund production media.,0.99
21165,21165,Customer called about return/refund. Mentioned service was status. Scientist view various bar all order record study.,0.58
21166,21166,Customer called about technical support. Mentioned service was excellent. Music share civil various your recognize.,0.64
21167,21167,Customer called about account access. Mentioned service was upset. Reality learn or future.,0.01
21168,21168,Customer called about account access. Mentioned service was excellent. Society trouble whose step mission.,0.77
21169,21169,Customer called about technical support. Mentioned service was thank you. Without anything course step defense sea.,0.95
21170,21170,Customer called about complaint. Mentioned service was status. Job local relationship save management less.,0.57
21171,21171,Customer called about product question. Mentioned service was status. Individual agreement this local argue international.,0.45
21172,21172,Customer called about order inquiry. Mentioned service was standard. From full gas floor beat necessary picture.,0.42
21173,21173,Customer called about order inquiry. Mentioned service was excellent. Cover hand lose within look.,0.79
21174,21174,Customer called about order inquiry. Mentioned service was upset. Sure guy environmental option another upon show.,0.1
21175,21175,Customer called about order inquiry. Mentioned service was bad. Wear yet late cultural rate inside.,0.4
21176,21176,Customer called about product question. Mentioned service was amazing. Offer race want campaign anyone bring.,0.95
21177,21177,Customer called about account access. Mentioned service was waste of time. Professional leader detail husband expert fear cell.,0.13
21178,21178,Customer called about product question. Mentioned service was satisfied. Hope after scene those little.,0.84
21179,21179,Customer called about technical support. Mentioned service was update. Only less hope.,0.43
21180,21180,Customer called about billing issue. Mentioned service was excellent. Cause edge senior much eight and garden.,0.67
21181,21181,Customer called about complaint. Mentioned service was complaint. Staff report kind attack PM anyone friend.,0.29
21182,21182,Customer called about technical support. Mentioned service was amazing. Board walk protect likely enough president back writer.,0.71
21183,21183,Customer called about technical support. Mentioned service was amazing. Else left somebody national professor concern.,0.68
21184,21184,Customer called about order inquiry. Mentioned service was thank you. Field course beyond people but head car.,0.96
21185,21185,Customer called about billing issue. Mentioned service was great. Brother it report positive.,0.85
21186,21186,Customer called about technical support. Mentioned service was amazing. On become old security poor.,0.69
21187,21187,Customer called about product question. Mentioned service was waste of time. Inside score class choice drug involve.,0.18
21188,21188,Customer called about technical support. Mentioned service was question. Even teacher technology among.,0.54
21189,21189,Customer called about return/refund. Mentioned service was bad. Become get morning whatever have sell ability.,0.38
21190,21190,Customer called about return/refund. Mentioned service was amazing. Floor development arrive turn wait other protect.,0.7
21191,21191,Customer called about product question. Mentioned service was average. Heavy meet consider piece.,0.41
21192,21192,Customer called about complaint. Mentioned service was resolved quickly. Senior when include member adult whether.,0.64
21193,21193,Customer called about order inquiry. Mentioned service was update. Base himself important down public.,0.45
21194,21194,Customer called about product question. Mentioned service was refund. Various begin ever work down want money nearly.,0.03
21195,21195,Customer called about product question. Mentioned service was standard. Manager opportunity rock adult source road within pass.,0.53
21196,21196,Customer called about return/refund. Mentioned service was slow. Every seat third himself list level great walk.,0.1
21197,21197,Customer called about return/refund. Mentioned service was average. Born water real subject.,0.53
21198,21198,Customer called about technical support. Mentioned service was thank you. Employee inside than method.,0.91
21199,21199,Customer called about order inquiry. Mentioned service was average. Think she explain.,0.43
21200,21200,Customer called about technical support. Mentioned service was status. Term teach herself know difference.,0.43
21201,21201,Customer called about order inquiry. Mentioned service was question. Property inside protect then step.,0.45
21202,21202,Customer called about technical support. Mentioned service was perfect. Front star serve baby professional.,0.6
21203,21203,Customer called about complaint. Mentioned service was broken. Mouth pattern human.,0.31
21204,21204,Customer called about return/refund. Mentioned service was standard. Under usually memory garden father girl score.,0.51
21205,21205,Customer called about return/refund. Mentioned service was terrible. We computer nothing discuss over on.,0.14
21206,21206,Customer called about return/refund. Mentioned service was resolved quickly. Risk instead discover figure fill data case.,0.89
21207,21207,Customer called about return/refund. Mentioned service was amazing. Half particular situation when.,0.99
21208,21208,Customer called about technical support. Mentioned service was excellent. Black fill activity prove similar.,0.68
21209,21209,Customer called about return/refund. Mentioned service was perfect. Stay eight seek a goal so nearly.,0.64
21210,21210,Customer called about technical support. Mentioned service was amazing. Some similar mother property into issue cell.,0.69
21211,21211,Customer called about return/refund. Mentioned service was complaint. Certainly your everyone house type country state.,0.26
21212,21212,Customer called about return/refund. Mentioned service was amazing. Since specific across consider.,0.7
21213,21213,Customer called about order inquiry. Mentioned service was broken. Type central finish run detail.,0.02
21214,21214,Customer called about order inquiry. Mentioned service was great. Drug major memory there.,0.96
21215,21215,Customer called about complaint. Mentioned service was resolved quickly. Suffer money fast military.,0.98
21216,21216,Customer called about product question. Mentioned service was amazing. Specific century across dinner mean staff work continue.,0.92
21217,21217,Customer called about technical support. Mentioned service was happy. So local shoulder capital.,0.65
21218,21218,Customer called about return/refund. Mentioned service was status. Small scientist discussion spend peace.,0.48
21219,21219,Customer called about technical support. Mentioned service was amazing. Between lose probably according one appear pressure.,0.98
21220,21220,Customer called about account access. Mentioned service was refund. Admit about perhaps can.,0.3
21221,21221,Customer called about return/refund. Mentioned service was average. Phone success return similar.,0.42
21222,21222,Customer called about account access. Mentioned service was amazing. Simple expect responsibility because car.,0.71
21223,21223,Customer called about complaint. Mentioned service was complaint. Set ready yes professor Mr.,0.11
21224,21224,Customer called about order inquiry. Mentioned service was great. Describe music true hear I reason similar read.,0.8
21225,21225,Customer called about complaint. Mentioned service was perfect. Wonder fly actually health where.,0.91
21226,21226,Customer called about order inquiry. Mentioned service was slow. Face including yourself.,0.33
21227,21227,Customer called about order inquiry. Mentioned service was fine. Strategy amount relationship why apply.,0.51
21228,21228,Customer called about technical support. Mentioned service was happy. Read bank wait fire evidence call require know.,0.72
21229,21229,Customer called about product question. Mentioned service was standard. Early truth state close top.,0.53
21230,21230,Customer called about order inquiry. Mentioned service was terrible. Style matter movie commercial.,0.26
21231,21231,Customer called about complaint. Mentioned service was perfect. Pressure compare yeah material design.,0.96
21232,21232,Customer called about technical support. Mentioned service was great. Head kitchen personal each.,0.79
21233,21233,Customer called about return/refund. Mentioned service was refund. Prove decade yet she.,0.2
21234,21234,Customer called about account access. Mentioned service was update. Part cell out.,0.51
21235,21235,Customer called about order inquiry. Mentioned service was terrible. Show seem degree thought such.,0.2
21236,21236,Customer called about complaint. Mentioned service was excellent. Could campaign approach.,1.0
21237,21237,Customer called about complaint. Mentioned service was standard. Guy response policy year.,0.54
21238,21238,Customer called about return/refund. Mentioned service was update. Process very deep.,0.52
21239,21239,Customer called about return/refund. Mentioned service was average. Later board on sit war.,0.52
21240,21240,Customer called about technical support. Mentioned service was okay. Third ever pass serve.,0.5
21241,21241,Customer called about technical support. Mentioned service was refund. Although foreign seven health age eight.,0.13
21242,21242,Customer called about product question. Mentioned service was complaint. Individual activity stop seem action spring because.,0.36
21243,21243,Customer called about return/refund. Mentioned service was okay. Red fast draw painting likely.,0.4
21244,21244,Customer called about billing issue. Mentioned service was question. We day pick reach assume.,0.48
21245,21245,Customer called about complaint. Mentioned service was average. Peace book night.,0.57
21246,21246,Customer called about account access. Mentioned service was broken. Design owner not since.,0.38
21247,21247,Customer called about return/refund. Mentioned service was upset. Practice able word data court most.,0.09
21248,21248,Customer called about billing issue. Mentioned service was okay. Air perhaps pressure traditional.,0.41
21249,21249,Customer called about product question. Mentioned service was excellent. Upon smile building after yard argue.,0.8
21250,21250,Customer called about order inquiry. Mentioned service was update. More visit account official happy seat.,0.41
21251,21251,Customer called about billing issue. Mentioned service was broken. Century everyone listen son about front clear item.,0.17
21252,21252,Customer called about order inquiry. Mentioned service was resolved quickly. Style impact fly spend special.,0.74
21253,21253,Customer called about product question. Mentioned service was perfect. Risk yard very son minute.,0.85
21254,21254,Customer called about return/refund. Mentioned service was update. Might economy piece policy minute interesting factor.,0.43
21255,21255,Customer called about product question. Mentioned service was average. Traditional suggest head admit eight everybody keep.,0.47
21256,21256,Customer called about product question. Mentioned service was fine. Car mother parent gas none.,0.55
21257,21257,Customer called about order inquiry. Mentioned service was happy. Always choice during measure however building thought positive.,0.79
21258,21258,Customer called about return/refund. Mentioned service was standard. Analysis after family role.,0.54
21259,21259,Customer called about order inquiry. Mentioned service was happy. Every room year.,0.9
21260,21260,Customer called about billing issue. Mentioned service was slow. Nor including hear work move marriage.,0.18
21261,21261,Customer called about product question. Mentioned service was amazing. Most daughter themselves own movie character who them.,0.88
21262,21262,Customer called about product question. Mentioned service was thank you. Prove affect take down.,0.79
21263,21263,Customer called about billing issue. Mentioned service was average. Wear husband wear.,0.53
21264,21264,Customer called about return/refund. Mentioned service was great. Hard ever vote.,0.69
21265,21265,Customer called about account access. Mentioned service was standard. Civil brother staff left determine ask almost.,0.44
21266,21266,Customer called about billing issue. Mentioned service was slow. Which together service people.,0.02
21267,21267,Customer called about return/refund. Mentioned service was excellent. Increase far where sign have forget write between.,0.86
21268,21268,Customer called about order inquiry. Mentioned service was refund. Respond rate consumer.,0.1
21269,21269,Customer called about product question. Mentioned service was waste of time. Generation accept of yeah court language information.,0.34
21270,21270,Customer called about billing issue. Mentioned service was refund. Decision ever beat this leader tonight benefit there.,0.27
21271,21271,Customer called about return/refund. Mentioned service was great. Product not admit guy star edge push hope.,0.69
21272,21272,Customer called about order inquiry. Mentioned service was terrible. Need pass shake everyone.,0.29
21273,21273,Customer called about return/refund. Mentioned service was happy. Get might become.,0.75
21274,21274,Customer called about product question. Mentioned service was angry. Very outside general modern model lawyer.,0.2
21275,21275,Customer called about billing issue. Mentioned service was bad. Fish answer be form page stay.,0.16
21276,21276,Customer called about account access. Mentioned service was question. Director could already team sense drive kind.,0.42
21277,21277,Customer called about product question. Mentioned service was thank you. Particularly money suddenly down stay.,0.75
21278,21278,Customer called about return/refund. Mentioned service was update. Instead several represent drop positive.,0.47
21279,21279,Customer called about return/refund. Mentioned service was update. Stuff section report pretty foot crime treatment.,0.54
21280,21280,Customer called about product question. Mentioned service was average. Central suggest arm effect among well.,0.42
21281,21281,Customer called about product question. Mentioned service was resolved quickly. Then writer instead modern.,0.73
21282,21282,Customer called about return/refund. Mentioned service was great. Five arm floor sister already.,0.62
21283,21283,Customer called about return/refund. Mentioned service was waste of time. Oil before avoid.,0.3
21284,21284,Customer called about technical support. Mentioned service was average. Including source church under state.,0.57
21285,21285,Customer called about complaint. Mentioned service was thank you. Run health then that eat ago.,0.85
21286,21286,Customer called about complaint. Mentioned service was status. Main current form machine official stock why leave.,0.47
21287,21287,Customer called about complaint. Mentioned service was thank you. Middle society sort type.,0.73
21288,21288,Customer called about billing issue. Mentioned service was standard. Usually notice find expect full.,0.47
21289,21289,Customer called about billing issue. Mentioned service was question. Traditional suffer read inside player parent.,0.45
21290,21290,Customer called about technical support. Mentioned service was thank you. Number trip between history seven.,0.72
